OID,SpawnerId,Name,ActorCategory,Cid,Interval,bRoaming,bIsMinion,bQuestSpawner,bSpawnOnlySequence,bInstanceSpawner,NumMaxSpawn,SpawnChance,RetrialCnt,LifeTime,Points,Rotations,AIPathCids,bEventDespawn,InitialTimeMin,InitialTimeMax
1,10002006,PointFixedUnitSpawner_C_UAID_107C61B20389E2C602_1768838480,Monster,10002106,0,True,False,False,False,False,1,1000,0,0,"((X=113015.581014,Y=-103562.891680,Z=272.915251))","((X=-0.000000,Y=0.000000,Z=-0.906308,W=0.422618))","(0)",False,0,0
2,11102001,PointFixedUnitSpawner_C_UAID_107C61B20389E3C602_1217036703,Monster,11102101,0,True,False,False,False,False,1,1000,0,0,"((X=114164.581014,Y=-104219.891680,Z=263.558029))","((X=0.000000,Y=-0.000000,Z=0.342020,W=0.939693))","(0)",False,0,0
3,10002009,PointFixedUnitSpawner_C_UAID_107C61B20389E2C602_2135765511,Monster,10002302,0,True,False,False,False,False,1,1000,0,0,"((X=109543.581014,Y=-112108.891680,Z=106.495483))","((X=-0.000000,Y=0.000000,Z=-0.906308,W=0.422618))","(0)",False,0,0
4,11102001,PointFixedUnitSpawner_C_UAID_107C61B20389E3C602_1325602747,Monster,11102101,0,True,False,False,False,False,1,1000,0,0,"((X=112342.581014,Y=-113830.891680,Z=113.928397))","((X=0.000000,Y=-0.000000,Z=0.342020,W=0.939693))","(0)",False,0,0
5,10002004,PointFixedUnitSpawner_C_UAID_107C61B20389E2C602_1651343472,Monster,10002104,0,True,False,False,False,False,1,1000,0,0,"((X=112746.581020,Y=-103514.891690,Z=274.053678))","((X=-0.000000,Y=0.000000,Z=-0.500000,W=0.866025))","(0)",False,0,0
6,11102001,PointFixedUnitSpawner_C_UAID_107C61B20389E3C602_1325621748,Monster,11102101,0,True,False,False,False,False,1,1000,0,0,"((X=112802.581014,Y=-114109.891680,Z=112.545137))","((X=0.000000,Y=-0.000000,Z=0.642788,W=0.766044))","(0)",False,0,0
7,11102001,PointFixedUnitSpawner_C_UAID_107C61B20389E3C602_1236558705,Monster,11102101,0,True,False,False,False,False,1,1000,0,0,"((X=114646.581014,Y=-104003.891680,Z=267.498468))","((X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107))","(0)",False,0,0
8,10002005,PointFixedUnitSpawner_C_UAID_107C61B20389E2C602_1651319471,Monster,10002105,0,True,False,False,False,False,1,1000,0,0,"((X=113155.581014,Y=-103281.891680,Z=274.168177))","((X=-0.000000,Y=0.000000,Z=-0.642788,W=0.766044))","(0)",False,0,0
9,11102001,PointFixedUnitSpawner_C_UAID_107C61B20389E3C602_1313484739,Monster,11102101,0,True,False,False,False,False,1,1000,0,0,"((X=114845.581014,Y=-109487.891680,Z=95.291180))","((X=0.000000,Y=-0.000000,Z=0.642788,W=0.766044))","(0)",False,0,0
10,10002005,PointFixedUnitSpawner_C_UAID_107C61B20389E0C602_1483533109,Monster,10002105,0,True,False,False,False,False,1,1000,0,0,"((X=113194.581014,Y=-107359.891680,Z=121.026485))","((X=-0.000000,Y=0.000000,Z=-0.906308,W=0.422618))","(0)",False,0,0
11,10002005,PointFixedUnitSpawner_C_UAID_107C61B20389E0C602_1441665099,Monster,10002105,0,True,False,False,False,False,1,1000,0,0,"((X=110817.581020,Y=-110738.891690,Z=95.292260))","((X=0.000000,Y=-0.000000,Z=0.087156,W=0.996195))","(0)",False,0,0
