OID,SpawnerId,Name,ActorCategory,Cid,Interval,bRoaming,bIsMinion,bQuestSpawner,bSpawnOnlySequence,bInstanceSpawner,NumMaxSpawn,SpawnChance,RetrialCnt,LifeTime,Points,Rotations,AIPathCids,bEventDespawn,InitialTimeMin,InitialTimeMax
1,10402020,PointFixedUnitSpawner_C_UAID_107C61B205703EA602_1490932003,Monster,10402320,0,True,False,False,False,True,0,1000,0,0,"((X=-436012.518394,Y=421259.016021,Z=-199.146406))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
2,10402041,PointFixedUnitSpawner_C_UAID_107C61B205703EA602_1705333010,Monster,10402703,0,True,False,False,False,True,0,1000,0,0,"((X=-435204.330254,Y=421576.448324,Z=-199.146406))","((X=-0.000000,Y=0.000000,Z=-0.527610,W=0.849486))","(0)",False,0,0
3,10402021,PointFixedUnitSpawner_C_UAID_107C61B205703EA602_1467602001,Monster,10402321,0,True,False,False,False,True,0,1000,0,0,"((X=-436144.190034,Y=422139.022892,Z=-199.146406))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
4,10402020,PointFixedUnitSpawner_C_UAID_107C61B205703EA602_1528145007,Monster,10402320,0,True,False,False,False,True,0,1000,0,0,"((X=-435580.095562,Y=422176.298728,Z=-199.146406))","((X=-0.000000,Y=0.000000,Z=-0.527610,W=0.849486))","(0)",False,0,0
5,10402021,PointFixedUnitSpawner_C_UAID_107C61B205703EA602_1490925002,Monster,10402321,0,True,False,False,False,True,0,1000,0,0,"((X=-435647.820135,Y=421076.042709,Z=-199.146406))","((X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0)",False,0,0
6,10402021,PointFixedUnitSpawner_C_UAID_107C61B205703EA602_1528138006,Monster,10402321,0,True,False,False,False,True,0,1000,0,0,"((X=-435038.208426,Y=422395.423066,Z=-199.146406))","((X=-0.000000,Y=0.000000,Z=-0.527610,W=0.849486))","(0)",False,0,0
7,10402038,PointFixedUnitSpawner_C_UAID_107C61B20570A7AA02_1093022864,Monster,10402338,0,False,False,False,False,True,0,1000,0,0,"((X=-428003.093253,Y=420704.722329,Z=-134.942245))","((X=0.000000,Y=-0.000000,Z=0.195450,W=0.980714))","(0)",False,0,0
8,10402038,PointFixedUnitSpawner_C_UAID_107C61B20570A7AA02_1107467865,Monster,10402338,0,False,False,False,False,True,0,1000,0,0,"((X=-427774.078103,Y=420339.119337,Z=-177.509565))","((X=0.000000,Y=-0.000000,Z=0.411964,W=0.911200))","(0)",False,0,0
9,10402036,PointFixedUnitSpawner_C_UAID_107C61B20570A6AA02_2033403685,Monster,10402336,0,False,False,False,False,True,0,1000,0,0,"((X=-426242.378080,Y=418769.459502,Z=-134.942245))","((X=0.000000,Y=-0.000000,Z=0.052420,W=0.998625))","(0)",False,0,0
10,10702005,PointFixedUnitSpawner_C_UAID_107C61B2057050AA02_1355415549,Monster,10702309,0,False,False,False,False,True,1,1000,0,0,"((X=-427882.799314,Y=420899.749376,Z=-134.942245))","((X=0.000000,Y=-0.000000,Z=0.991619,W=0.129196))","(90608)",False,0,0
11,10702005,PointFixedUnitSpawner_C_UAID_107C61B2057050AA02_1346273548,Monster,10702309,0,False,False,False,False,True,1,1000,0,0,"((X=-426523.226918,Y=419997.386468,Z=-134.942245))","((X=-0.000000,Y=0.000000,Z=-0.504983,W=0.863129))","(90607)",False,0,0
12,10402037,PointFixedUnitSpawner_C_UAID_107C61B20570A6AA02_2103862686,Monster,10402337,0,False,False,False,False,True,0,1000,0,0,"((X=-426589.533129,Y=420253.330345,Z=-147.677146))","((X=-0.000000,Y=0.000000,Z=-0.804597,W=0.593821))","(0)",False,0,0
13,10702005,PointFixedUnitSpawner_C_UAID_107C61B20570A7AA02_1270417868,Monster,10702309,0,False,False,False,False,True,1,1000,0,0,"((X=-428057.610647,Y=421965.438972,Z=-134.942245))","((X=-0.000000,Y=0.000000,Z=-0.450635,W=0.892708))","(90609)",False,0,0
