OID,SpawnerId,Name,ActorCategory,Cid,Interval,bRoaming,bIsMinion,bQuestSpawner,bSpawnOnlySequence,bInstanceSpawner,NumMaxSpawn,SpawnChance,RetrialCnt,LifeTime,Points,Rotations,AIPathCids,bEventDespawn,InitialTimeMin,InitialTimeMax
1,95001001,PointFixedUnitSpawner_C_1,Monster,95001101,0,True,False,False,False,False,1,1000,0,0,"((X=2190.000000,Y=-2680.000000,Z=0.000000))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
2,95001001,PointFixedUnitSpawner_C_2,Monster,95001101,0,True,False,False,False,False,1,1000,0,0,"((X=1640.000000,Y=-2680.000000,Z=0.000000))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
3,10201001,PointFixedUnitSpawner_C_27,Monster,10201101,0,True,False,False,False,False,1,1000,0,0,"((X=2547.057386,Y=2570.482715,Z=0.000245))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
4,10201003,PointFixedUnitSpawner_C_28,Monster,10201103,0,True,False,False,False,False,1,1000,0,0,"((X=2697.313995,Y=2385.300874,Z=-0.000335))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
5,10201002,PointFixedUnitSpawner_C_29,Monster,10201102,0,True,False,False,False,False,1,1000,0,0,"((X=2779.614391,Y=2557.357206,Z=-0.000823))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
6,10302001,PointFixedUnitSpawner_C_5,Monster,10302101,0,True,False,False,False,False,1,1000,0,0,"((X=1357.057386,Y=2580.482715,Z=0.000283))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
7,10302004,PointFixedUnitSpawner_C_16,Monster,10302301,0,True,False,False,False,False,1,1000,0,0,"((X=1507.313995,Y=2395.300874,Z=-0.000445))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
8,10302002,PointFixedUnitSpawner_C_17,Monster,10302102,0,True,False,False,False,False,1,1000,0,0,"((X=1589.614391,Y=2567.357206,Z=-0.000590))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
9,10102003,PointFixedUnitSpawner_C_18,Monster,10102103,0,True,False,False,False,False,1,1000,0,0,"((X=197.057386,Y=2570.482715,Z=0.000245))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
10,10102001,PointFixedUnitSpawner_C_19,Monster,10102101,0,True,False,False,False,False,1,1000,0,0,"((X=347.313995,Y=2385.300874,Z=-0.000335))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
11,10102002,PointFixedUnitSpawner_C_20,Monster,10102102,0,True,False,False,False,False,1,1000,0,0,"((X=429.614391,Y=2557.357206,Z=-0.000823))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
12,10302005,PointFixedUnitSpawner_C_21,Monster,10302801,0,True,False,False,False,False,1,1000,0,0,"((X=-952.686005,Y=2595.300874,Z=-0.000027))","((X=-0.000000,Y=0.000000,Z=-0.686480,W=0.727149))","(0)",False,0,0
13,10001001,PointFixedUnitSpawner_C_22,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=-2442.942614,Y=2570.482715,Z=0.000245))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
14,10001001,PointFixedUnitSpawner_C_23,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=-2292.686005,Y=2385.300874,Z=-0.000335))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
15,10001001,PointFixedUnitSpawner_C_24,Monster,10001101,0,True,False,False,False,False,1,1000,0,0,"((X=-2210.385609,Y=2557.357206,Z=-0.000823))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
16,10001002,PointFixedUnitSpawner_C_25,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=-2442.942614,Y=1570.482715,Z=0.000245))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
17,10001002,PointFixedUnitSpawner_C_30,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=-2292.686005,Y=1385.300874,Z=-0.000335))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
18,10001002,PointFixedUnitSpawner_C_31,Monster,10001102,0,True,False,False,False,False,1,1000,0,0,"((X=-2210.385609,Y=1557.357206,Z=-0.000823))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
19,95001001,PointFixedUnitSpawner_C_0,Monster,95001101,0,True,False,False,False,False,1,1000,0,0,"((X=1100.000000,Y=-2680.000000,Z=0.000000))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
20,10302003,PointFixedUnitSpawner_C_3,Monster,10302103,0,True,False,False,False,False,1,1000,0,0,"((X=1289.614391,Y=2347.357206,Z=0.000012))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
21,10102004,PointFixedUnitSpawner_C_4,Monster,10102104,0,True,False,False,False,False,1,1000,0,0,"((X=117.313995,Y=2355.300874,Z=-0.000029))","((X=-0.000000,Y=0.000000,Z=-0.929468,W=0.368902))","(0)",False,0,0
22,95001001,PointFixedUnitSpawner_C_6,Monster,95001101,0,False,False,False,False,True,1,1000,0,0,"((X=2911.995979,Y=228.491514,Z=0.000000))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
23,95001001,PointFixedUnitSpawner_C_7,Monster,95001101,0,False,False,False,False,True,1,1000,0,0,"((X=2911.995986,Y=700.833029,Z=0.000000))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
24,101103,PointFixedUnitSpawner_C_8,Monster,101103,0,False,False,False,False,False,1,1000,0,0,"((X=385.000000,Y=810.000000,Z=-0.000059))","((X=0.000000,Y=-0.000000,Z=0.707107,W=0.707107))","(0)",False,0,0
25,90102001,UnitRandomSpawner_C_0,Monster,90102101,0,False,False,False,False,False,1,1000,0,0,"((X=2830.000000,Y=-1620.000000,Z=0.000004),(X=2830.000000,Y=-2060.000000,Z=0.000004),(X=2830.000000,Y=-2470.000000,Z=0.000005))","((X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107),(X=0.000000,Y=-0.000000,Z=1.000000,W=0.000000),(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000))","(0,0,0)",False,0,0
26,0,NpcSpawner_0,Npc,2011,0,False,False,False,False,False,1,1000,0,0,"((X=-700.000000,Y=-1890.000000,Z=0.000000))","((X=0.000000,Y=-0.000000,Z=1.000000,W=0.000000))",,False,0,0
27,3,BP_DungeonPortal_9985_C_0,Doodad,9985,0,False,False,False,False,False,1,1000,0,0,"((X=-220.000000,Y=-2870.000000,Z=0.000000))","((X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107))",,False,0,0
28,1,BP_DungeonPortal_401007_C_1,Doodad,401007,0,False,False,False,False,False,1,1000,0,0,"((X=-785.022822,Y=-2840.187227,Z=18.498135))","((X=-0.000000,Y=0.000000,Z=-0.688311,W=0.725416))",,False,0,0
29,2,BP_DungeonPortal_401010_C_0,Doodad,401010,0,False,False,False,False,False,1,1000,0,0,"((X=340.000000,Y=-2860.000000,Z=20.000000))","((X=-0.000000,Y=0.000000,Z=-0.707107,W=0.707107))",,False,0,0
